Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day
20170316ALROM,https://www.wsfa.com/story/34932957/16-year-old-charged-in-shooting-that-injured-lee-high-school-student/ https://www.montgomeryadvertiser.com/story/news/2017/03/16/one-injured-shooting-near-robert-e-lee-high-school/99271332/,,Local,4,2017-03-16,Spring,Robert E. Lee High School,Montgomery,AL,High,Parking Lot,Outside on School Property,Yes,Dismissal,15:00:00,"Student fired shot at targeted student leaving school, missed and struck female student",16YOM student left school to get gun and returned at dismissal. He fired a specific student he targeted while he was leaving the school with a group of students. Shot missed and struck female student. Target fled area and shooter fired shots at him leaving the area in a vehicle.,Escalation of Dispute,Both,No,No,No,No,,No,No,No,,No,2017,3,16
20170218MNMAM,https://www.twincities.com/2017/02/18/man-kidnaps-ex-fiancee-kills-himself-in-middle-school-parking-lot/,1-5,Local,2,2017-02-18,Winter,Maplewood Middle School,Maplewood,MN,Middle,Parking Lot,Outside on School Property,No,Not a School Day,6:00 AM,"Estranged fiance kidnaps the mother of his child (victim), kills himself at the school's parking lot, no relation to school","Victim was being dropped off at her brother's house by a third party. Shooter was her estranged fiance who she had a child with. Shooter pointed a gun at them and kidnapped victim, drove her to the school's parking lot where she escaped, and and then shooter shot himself.",Suicide/Attempted,Victims Targeted,No,Yes,No,No,,,No,No,1,No,2017,2,18
20170206LASCB,http://www.theadvocate.com/baton_rouge/news/crime_police/article_c0f86974-ed92-11e6-98ec-1fec7cb6253b.html,,,2,2017-02-06,Winter,Scotlandville Magnet High School,Baton Rouge,LA,High,Outside on School Property,Outside on School Property,Yes,Lunch,12:00 PM,Shots fired (all missed) during argument,The shooter was about to get into a fight with 2 other students (with whom he had an online argument) on campus when he took out a gun and fired 3 times. No one was hurt. The shooter fled the area but was arrested by an officer later. School was put on lockdown.,Escalation of Dispute,Neither,,No,No,No,,,No,No,3,No,2017,2,6
20170127SCSOA,https://www.postandcourier.com/aikenstandard/news/suspect-in-2017-shooting-at-south-aiken-high-school-pleads-guilty/article_3297d982-721b-11eb-8b66-63e7255c0916.html https://www.aikenstandard.com/news/two-charged-in-connection-with-south-aiken-high-school-shooting/article_b4e9779c-e97b-11e6-aa68-974774435f6b.html,2,Local,5,2017-01-27,Winter,South Aiken High School,Aiken,SC,High,Beside Building,Outside on School Property,No,Sport Event,21:00:00,Fight outside basketball game (rival schools),"Large fight outside of basketball game attended by 1000 people. Two men flashed guns at each other prior to the fight. Multiple shots were fired striking 3 people (15-year-old female student, 14-year-old female student, and adult male). 18-year-old male and 19-year-old male were charged with carrying weapons on school property. 19-year-old male plead guilty in 2021 assault and battery of a high and aggravated nature, possession of a weapon on school property, breaking and entering into an automobile, criminal conspiracy and attempted escape.",Escalation of Dispute,Both,Yes,No,No,No,No,No,Yes,No,3,No,2017,1,27
20170120OHWEW,https://www.campussafetymagazine.com/safety/west-liberty-salem-high-school-shooting/ https://www.whio.com/news/local/school-shooting-victim-graduates-cedarville-university-reflects-forgiving-shooter/WD3Q3LLQQ5EJ3NFGZORVXUMFYA/ https://www.springfieldnewssun.com/news/local-education/west-liberty-still-healing-year-after-school-shooting/XCffIKOYjkCzCGsQ5BzCGO/ https://www.mydaytondailynews.com/news/crime--law/west-liberty-salem-school-shooting-case-pushed-back-2018/NGROrKc1aatoWx7i76vwuK/ http://fox45now.com/news/local/west-liberty-salem-shooting-suspect-allegedly-asked-victim-to-shoot-him-in-bathroom https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf https://www.whio.com/news/local/prosecutor-opposes-school-shooter-appeal-ohio-high-court/mFdMS0ZHweTNdy0nEDwV2I/,100,National,5,2017-01-20,Winter,West Liberty-Salem High School,West Liberty,OH,High,Bathroom,Inside School Building,Yes,Morning Classes,07:36:00,"Student snuck shotgun into school, prepared in bathroom, shot student who surprised him, then fired into two classrooms","Student was preparing for planned school shooting in the bathroom when another student walked in to check his hair before leaving for a debate team trip. The shooter shot him in the chest with a shotgun. Victim told shooter that nobody died yet, don't hurt anyone else, and go get help. Shooter went into hallway, fired at students who were running and then fired into 2 classroom before being tackled by a staff member.",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,Yes,99,Yes,2017,1,20
20170117FLFRE,http://www.wtxl.com/news/gun-goes-off-at-franklin-county-school/article_5f86d63a-ddb1-11e6-b2c8-b722f449d29e.html,,,2,2017-01-17,Winter,Franklin County Elementary School,Eastpoint,FL,Elementary,Parking Lot,Outside on School Property,Yes,Dismissal,,Gun discharged in car while parent was picking child up,Gun accidentally discharged in car while parent was picking child up. No injuries.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2017,1,17
20170110ALALA,http://www.alexcityoutlook.com/2017/01/09/two-students-taken-into-custody-after-gun-goes-off-at-middle-school/,,,2,2017-01-10,Winter,Alexander City Middle School,Alexander City,AL,Middle,Inside School Building,Inside School Building,Yes,Afternoon Classes,1:00 PM,"Student showing off gun, accidentally discharged",Gun fired while student was showing it off two other student. SRO was in the area and took custody of the weapon then detained both students. No injuries.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2017,1,10
20170101DELAH,https://www.newspapers.com/image/255982409/?terms=shot%2Bin%2Bschool%2Bparking%2Blot; http://www.wboc.com/story/34181932/dover-man-arrested-for-harrington-shooting,,,2,2017-01-01,Winter,Lake Forest South Elementary School,Harrington,DE,Elementary,Field (General),Outside on School Property,No,Not a School Day,4:00 PM,Fight broke out among teens playing football on school grounds,"A group of teens were playing football on school grounds when they got into a fight with another group of teens. Someone pulled a handgun and fired into the crowd, striking the victim in both legs. The shooter then gave the gun to another mn to get rid of. Both shooter and accomplice were located, arrested, and charged. ",Escalation of Dispute,,Yes,No,No,No,No,No,No,No,Multiple,No,2017,1,1
20161209NVHUR,https://www.rgj.com/story/news/education/2018/04/10/judge-orders-hug-high-student-who-shot-police-texas-treatment-center/505063002/   https://www.cbsnews.com/news/nevada-teen-shot-by-school-police-logan-clark-speaks-out/   https://www.newspapers.com/image/250043890/?terms=logan%2Bclark,,,3,2016-12-09,Winter,Hug High School,Reno,NV,High,Outside on School Property,Outside on School Property,Yes,Morning Classes,11:25 AM,Officer shot student holding knife,Police officer shot a 14 year old student who was threatening other students with knives. Victim said he took knives to school after repeated bullying. ,Self-defense,Victims Targeted,No,No,No,Yes,,,,,1,No,2016,12,9
20161209MOBAS,https://fox2now.com/2016/12/09/person-shot-on-bayless-high-school-campus-basketball-game-cancelled/ .   https://www.ksdk.com/article/news/local/high-school-shooting-linked-to-5-debt/63-367748785,,,5,2016-12-09,Winter,Bayless High School,St. Louis,MO,High,Gym,Inside School Building,No,Sport Event,7:15 PM,Fight ensued over a $5 debt,"Three men entered the gym during a basketball game, confronted the victim about a $5 debt, shot him once, and fled the area. No suspect identified. ",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1,No,2016,12,9
20161201UTMUB,http://www.standard.net/Police-Fire/2017/02/13/Teen-accused-of-shooting-gun-in-Mueller-Park-Jr-High-pleads-guilty,11-100,National,2,2016-12-01,Winter,Mueller Park Junior High School,Bountiful,UT,Junior High,Classroom,Inside School Building,No,Morning Classes,8:13 AM,"Fired shotgun into classroom ceiling and threatened to kill self, surrendered to parents","Shooter stole a fully-loaded shotgun, a handgun, and 2 boxes of ammo from his parents. Shooter entered the school, concealing the guns under a long coat; entered classroom and fired shotgun into ceiling, then pointed the shotgun at himself. Teachers engaged him, no one was hurt. Parents noticed their son's different behavior and that 2 guns were missing then went to school and told him to surrender.",Indiscriminate Shooting,Random Shooting,No,No,No,No,Yes,No,No,No,1,Yes,2016,12,1
20161117MNCRS,http://www.startribune.com/gun-brought-by-student-goes-off-at-st-paul-elementary-school/401719485/  http://www.startribune.com/st-paul-first-grader-who-brought-gun-to-school-found-it-in-family-home/401926945/,,,3,2016-11-17,Fall,Crossroads Elementary School,St. Paul,MN,Elementary,Inside School Building,Inside School Building,Yes,Morning Classes,8:40 AM,Accidental discharge while showing off gun,"7 year old brought a.38 caliber handgun to school. While showing to friends, an 8 year old student accidentally shot it. No injuries.",Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2016,11,17
20161111MIBAA,http://www.mlive.com/news/bay-city/index.ssf/2016/12/deputy_who_fired_gun_in_school.html,5-10,Local,2,2016-11-11,Fall,Bay City Western High School,Auburn,MI,High,Office,Inside School Building,Yes,Lunch,12:30 PM,Accidental discharge by SRO. Attempted to cover-up discharge and was arrested.,"The shooter (the SRO) was testing the trigger pull force of his gun, which accidentally discharged. The bullet went through 2 walls, and after a ricochet, it scratched a teacher's neck. The victim picked up the bullet from the ground after it cooled down and gave it to the shooter to keep as evidence (since he was the SRO). The shooter did not admit he shot the gun. The shooter tried to dispose of the evidence by discarding it in the yard and left his gun in the car. The bullet was later found by a K9 officer. The gun was recovered and the SRO was arrested. The shooter was a respected officer with long service.",Accidental,Neither,,No,No,No,No,No,No,No,1,No,2016,11,11
20161103COBEB,https://www.denverpost.com/2016/11/04/authorities-id-joshua-francis-berthoud-high-school-suicide/,,,2,2016-11-03,Fall,Berthoud High School,Berthoud,CO,High,Inside School Building,Inside School Building,No,Before School,,Shot self inside the school,15YOM killed himself inside the high school.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No,2016,11,3
20161102COGRG,http://www.nydailynews.com/news/national/person-shoots-colorado-high-school-article-1.2855787  http://www.nbc11news.com/content/news/399726091.html,,,3,2016-11-02,Fall,Grand Junction High School,Grand Junction,CO,High,Parking Lot,Outside on School Property,Yes,After School,3:00 PM,Shot self in parking lot,Student killed himself sitting in his car in the parking lot.,Suicide/Attempted,Victims Targeted,No,No,No,No,,,No,No,1,No,2016,11,2
20161025UTUNS,https://www.ksl.com/?sid=42051617&nid=148&title=14-year-old-charged-with-attempted-murder-in-union-middle-school-shooting,5-10,Regional,2,2016-10-25,Fall,Union Middle School,Sandy,UT,Middle,Beside Building,Outside on School Property,Yes,Dismissal,3:00 PM,Planned fight after school,"Planned fight after school, ongoing conflict between shooter and 16 YO victim regarding the shooter's girlfriend, who previously dated the victim. Prior to the shooting, the two exchanged threatening messages on Facebook. Shooter showed other students the gun before the fight. Allegedly told another student not to go to school that day.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3,No,2016,10,25
20161018CAJUS,https://www.sfgate.com/crime/article/Two-arrested-in-SF-school-shooting-that-injured-4-10005290.php,5-10,Regional,2,2016-10-18,Fall,June Jordan High School for Equity,San Francisco,CA,High,Parking Lot,Outside on School Property,No,After School,3:20 PM,Shooting in parking lot,"4 shooters (all minors/not students at that school) fired in the parking lot at the end of the school day. 15 YOF was seriously injured (target). 3 other male students have minor injuries. 4 more students may have been struck by BB guns. Police thought the suspects may have still been inside because 3 of the victims walked inside the school and it seemed like the shooting happened there. Shooters fled the scene, 2 of them were later arrested 1 of them charged.",Escalation of Dispute,Both,Yes,No,No,No,No,No,,No,>10,No,2016,10,18
